,time,temp,windsp,winddir,humid,cloud,sun_hr,solar,so2,co,ozone,no2,pm2.5,pm10,rn,month,season
12478,2019-08-02 22:00:00,27.3,0.4,0.0,82.0,1.0,,,0.057,0.4,0.051,0.031,32.0,38.0,0.0,8,3
12479,2019-08-02 23:00:00,26.9,1.5,320.0,85.0,4.0,,,0.038,0.4,0.017,0.049,33.0,37.0,0.0,8,3
12480,2019-08-03 00:00:00,26.1,0.5,360.0,87.0,3.0,,,0.023,0.4,0.013999999999999999,0.043,57.0,58.0,0.0,8,3
12481,2019-08-03 01:00:00,26.7,1.6,340.0,87.0,3.0,,,0.019,0.4,0.039,0.025,28.0,33.0,0.0,8,3
12482,2019-08-03 02:00:00,25.6,1.2,20.0,92.0,3.0,,,0.013999999999999999,0.4,0.015,0.039,33.0,35.0,0.0,8,3
12483,2019-08-03 03:00:00,25.0,0.8,340.0,95.0,3.0,,,0.013000000000000001,0.4,0.028999999999999998,0.026000000000000002,25.0,34.0,0.0,8,3
12484,2019-08-03 04:00:00,24.9,1.5,320.0,97.0,3.0,,,0.008,0.4,0.022000000000000002,0.017,32.0,37.0,0.0,8,3
12485,2019-08-03 05:00:00,24.2,0.3,0.0,98.0,0.0,,,0.006999999999999999,0.5,0.021,0.015,27.0,31.0,0.0,8,3
12486,2019-08-03 06:00:00,24.5,1.5,340.0,98.0,4.0,0.0,0.02,0.013000000000000001,0.6,0.023,0.013999999999999999,31.0,36.0,0.0,8,3
12487,2019-08-03 07:00:00,25.9,0.9,360.0,96.0,3.0,1.0,0.42,0.006999999999999999,0.6,0.022000000000000002,0.013999999999999999,45.0,47.0,0.0,8,3
12488,2019-08-03 08:00:00,29.3,0.5,360.0,80.0,6.0,1.0,1.04,0.012,0.6,0.027000000000000003,0.019,38.0,43.0,0.0,8,3
12489,2019-08-03 09:00:00,30.1,0.7,50.0,73.0,4.0,0.9,1.43,0.01,0.4,0.033,0.025,37.0,44.0,0.0,8,3
12490,2019-08-03 10:00:00,31.0,1.2,50.0,65.0,3.0,1.0,2.25,0.009000000000000001,0.4,0.048,0.017,31.0,35.0,0.0,8,3
12491,2019-08-03 11:00:00,31.3,2.6,90.0,62.0,2.0,1.0,2.49,0.005,0.4,0.044000000000000004,0.013000000000000001,17.0,19.0,0.0,8,3
12492,2019-08-03 12:00:00,32.2,1.8,110.0,59.0,5.0,1.0,2.75,0.005,0.5,0.038,0.009000000000000001,13.0,15.0,0.0,8,3
12493,2019-08-03 13:00:00,32.1,3.0,90.0,62.0,4.0,1.0,3.12,0.004,0.3,0.043,0.006999999999999999,13.0,16.0,0.0,8,3
12494,2019-08-03 14:00:00,32.3,2.1,90.0,59.0,1.0,1.0,3.08,0.004,0.4,0.04,0.006999999999999999,12.0,15.0,0.0,8,3
12495,2019-08-03 15:00:00,32.2,2.7,90.0,61.0,0.0,1.0,2.74,0.005,0.3,0.038,0.008,10.0,16.0,0.0,8,3
12496,2019-08-03 16:00:00,31.8,2.8,90.0,60.0,0.0,1.0,2.2,0.004,0.4,0.031,0.011000000000000001,13.0,19.0,0.0,8,3
12497,2019-08-03 17:00:00,30.7,1.7,70.0,61.0,0.0,0.9,1.43,0.006999999999999999,0.3,0.026000000000000002,0.013999999999999999,12.0,20.0,0.0,8,3
12498,2019-08-03 18:00:00,29.7,1.9,70.0,64.0,0.0,0.0,0.27,0.006999999999999999,0.3,0.018000000000000002,0.015,13.0,15.0,0.0,8,3
12499,2019-08-03 19:00:00,28.1,1.5,50.0,74.0,1.0,0.0,0.14,0.004,0.3,0.013999999999999999,0.017,11.0,12.0,0.0,8,3
12500,2019-08-03 20:00:00,27.5,1.6,20.0,67.0,2.0,0.0,0.0,0.005,0.3,0.021,0.015,9.0,10.0,0.0,8,3
12501,2019-08-03 21:00:00,27.1,1.1,50.0,75.0,7.0,,,0.005,0.4,0.032,0.017,11.0,12.0,0.0,8,3
12502,2019-08-03 22:00:00,26.3,0.5,180.0,88.0,7.0,,,0.004,0.4,0.039,0.008,15.0,16.0,0.0,8,3
12503,2019-08-03 23:00:00,26.0,1.0,360.0,89.0,4.0,,,0.006,0.3,0.028999999999999998,0.011000000000000001,14.0,15.0,0.0,8,3
12504,2019-08-04 00:00:00,25.9,1.2,340.0,85.0,6.0,,,0.01,0.3,0.013000000000000001,0.024,10.0,12.0,0.0,8,3
12505,2019-08-04 01:00:00,25.2,1.1,320.0,90.0,5.0,,,0.015,0.3,0.005,0.037000000000000005,23.0,27.0,0.0,8,3
12506,2019-08-04 02:00:00,25.0,1.5,290.0,87.0,5.0,,,0.005,0.3,0.016,0.018000000000000002,14.0,16.0,0.0,8,3
12507,2019-08-04 03:00:00,24.8,1.3,340.0,88.0,3.0,,,0.002,0.2,0.01,0.016,14.0,15.0,0.0,8,3
12508,2019-08-04 04:00:00,24.4,1.8,340.0,89.0,2.0,,,0.003,0.2,0.013999999999999999,0.012,13.0,14.0,0.0,8,3
12509,2019-08-04 05:00:00,23.9,1.1,340.0,90.0,2.0,,,0.015,0.2,0.019,0.008,8.0,12.0,0.0,8,3
12510,2019-08-04 06:00:00,24.5,0.7,360.0,89.0,2.0,0.0,0.02,0.006,0.3,0.019,0.008,8.0,12.0,0.0,8,3
12511,2019-08-04 07:00:00,26.7,0.5,20.0,84.0,0.0,0.8,0.34,0.003,0.3,0.017,0.01,14.0,15.0,0.0,8,3
12512,2019-08-04 08:00:00,28.6,0.8,340.0,76.0,0.0,1.0,0.92,0.003,0.3,0.025,0.012,13.0,16.0,0.0,8,3
12513,2019-08-04 09:00:00,30.1,0.9,360.0,69.0,0.0,1.0,1.61,0.012,0.3,0.027999999999999997,0.016,16.0,17.0,0.0,8,3
12514,2019-08-04 10:00:00,31.4,1.2,90.0,58.0,0.0,1.0,2.2,0.006999999999999999,0.3,0.032,0.017,14.0,22.0,0.0,8,3
12515,2019-08-04 11:00:00,32.1,2.0,110.0,61.0,0.0,1.0,2.62,0.006999999999999999,0.3,0.031,0.013999999999999999,14.0,15.0,0.0,8,3
12516,2019-08-04 12:00:00,32.3,1.9,160.0,57.0,0.0,1.0,2.81,0.005,0.3,0.031,0.013999999999999999,16.0,18.0,0.0,8,3
12517,2019-08-04 13:00:00,31.9,2.7,180.0,63.0,0.0,1.0,2.94,0.003,0.3,0.027999999999999997,0.012,11.0,14.0,0.0,8,3
12518,2019-08-04 14:00:00,32.3,1.9,160.0,63.0,0.0,1.0,2.85,0.005,0.3,0.027999999999999997,0.012,11.0,12.0,0.0,8,3
12519,2019-08-04 15:00:00,32.3,1.7,160.0,63.0,0.0,1.0,2.5,0.005,0.3,0.03,0.011000000000000001,14.0,15.0,0.0,8,3
12520,2019-08-04 16:00:00,31.7,2.2,140.0,63.0,0.0,1.0,2.06,0.006999999999999999,0.3,0.032,0.008,13.0,14.0,0.0,8,3
12521,2019-08-04 17:00:00,31.3,2.1,110.0,55.0,0.0,1.0,1.45,0.006,0.3,0.027999999999999997,0.011000000000000001,16.0,25.0,0.0,8,3
12522,2019-08-04 18:00:00,30.4,1.4,160.0,62.0,0.0,1.0,0.83,0.005,0.3,0.024,0.016,8.0,10.0,0.0,8,3
12523,2019-08-04 19:00:00,28.8,0.9,160.0,72.0,0.0,0.8,0.29,0.006,0.4,0.023,0.013999999999999999,11.0,12.0,0.0,8,3
12524,2019-08-04 20:00:00,27.4,0.6,160.0,77.0,4.0,0.0,0.01,0.006,0.4,0.023,0.011000000000000001,9.0,14.0,0.0,8,3
12525,2019-08-04 21:00:00,26.7,0.1,0.0,80.0,0.0,,,0.01,0.4,0.017,0.017,14.0,15.0,0.0,8,3
12526,2019-08-04 22:00:00,26.5,0.3,0.0,79.0,3.0,,,0.01,0.4,0.012,0.021,13.0,17.0,0.0,8,3
12527,2019-08-04 23:00:00,25.6,0.8,360.0,83.0,3.0,,,0.011000000000000001,0.3,0.009000000000000001,0.024,13.0,20.0,0.0,8,3
12528,2019-08-05 00:00:00,25.8,1.0,340.0,81.0,0.0,,,0.011000000000000001,0.3,0.012,0.022000000000000002,16.0,26.0,0.0,8,3
12529,2019-08-05 01:00:00,25.4,1.2,320.0,84.0,3.0,,,0.006,0.3,0.015,0.019,19.0,37.0,3.845833333333333,8,3
12530,2019-08-05 02:00:00,25.4,1.3,320.0,83.0,3.0,,,0.004,0.4,0.005,0.024,25.0,31.0,7.691666666666666,8,3
12531,2019-08-05 03:00:00,24.6,1.3,340.0,86.0,0.0,,,0.003,0.3,0.008,0.018000000000000002,14.0,32.0,11.5375,8,3
12532,2019-08-05 04:00:00,24.1,0.0,0.0,89.0,0.0,,,0.003,0.3,0.012,0.012,19.0,26.0,15.383333333333333,8,3
12533,2019-08-05 05:00:00,24.0,1.1,340.0,88.0,0.0,,,0.003,0.3,0.012,0.013000000000000001,23.0,29.0,19.229166666666664,8,3
12534,2019-08-05 06:00:00,23.8,0.5,320.0,91.0,0.0,0.0,0.02,0.004,0.3,0.009000000000000001,0.016,18.0,31.0,23.075,8,3
12535,2019-08-05 07:00:00,25.5,0.9,360.0,86.0,0.0,0.4,0.3,0.003,0.3,0.011000000000000001,0.016,19.0,30.0,26.920833333333334,8,3
12536,2019-08-05 08:00:00,27.0,1.8,20.0,80.0,0.0,1.0,0.93,0.004,0.4,0.016,0.013999999999999999,17.0,32.0,30.766666666666666,8,3
12537,2019-08-05 09:00:00,30.1,1.2,50.0,65.0,0.0,1.0,1.57,0.006999999999999999,0.4,0.018000000000000002,0.02,18.0,29.0,34.6125,8,3
12538,2019-08-05 10:00:00,30.8,1.3,340.0,59.0,4.0,1.0,2.22,0.006999999999999999,0.3,0.028999999999999998,0.012,18.0,37.0,38.45833333333333,8,3
12539,2019-08-05 11:00:00,31.0,2.7,90.0,70.0,3.0,1.0,2.73,0.006,0.4,0.032,0.012,17.0,21.0,42.30416666666667,8,3
12540,2019-08-05 12:00:00,30.6,3.5,90.0,70.0,0.0,1.0,3.05,0.005,0.4,0.027999999999999997,0.015,10.0,15.0,46.15,8,3
12541,2019-08-05 13:00:00,30.9,3.7,90.0,66.0,3.0,1.0,3.16,0.003,0.4,0.027999999999999997,0.013000000000000001,10.0,17.0,49.99583333333333,8,3
12542,2019-08-05 14:00:00,32.3,2.9,70.0,57.0,3.0,1.0,3.03,0.004,0.4,0.03,0.012,12.0,13.0,53.84166666666667,8,3
12543,2019-08-05 15:00:00,32.0,3.6,70.0,57.0,3.0,1.0,2.61,0.008,0.3,0.027000000000000003,0.013999999999999999,12.0,16.0,57.6875,8,3
12544,2019-08-05 16:00:00,30.8,3.5,90.0,65.0,5.0,1.0,2.1,0.003,0.3,0.026000000000000002,0.012,12.0,50.0,61.53333333333333,8,3
12545,2019-08-05 17:00:00,29.3,4.2,90.0,71.0,6.0,1.0,1.5,0.004,0.3,0.028999999999999998,0.011000000000000001,17.0,37.0,65.37916666666666,8,3
12546,2019-08-05 18:00:00,28.5,1.7,20.0,61.0,8.0,1.0,0.9,0.006,0.3,0.028999999999999998,0.013000000000000001,12.0,22.0,69.225,8,3
12547,2019-08-05 19:00:00,27.5,2.2,20.0,63.0,5.0,0.1,0.24,0.015,0.3,0.026000000000000002,0.017,9.0,18.0,73.07083333333333,8,3
12548,2019-08-05 20:00:00,26.6,2.0,360.0,78.0,5.0,0.0,0.0,0.008,0.3,0.024,0.013000000000000001,18.0,21.0,76.91666666666666,8,3
12549,2019-08-05 21:00:00,26.2,2.0,360.0,81.0,6.0,,,0.006,0.3,0.026000000000000002,0.006999999999999999,13.0,17.0,80.7625,8,3
12550,2019-08-05 22:00:00,26.1,2.3,340.0,82.0,4.0,,,0.019,0.3,0.027000000000000003,0.006999999999999999,12.0,16.0,84.60833333333333,8,3
12551,2019-08-05 23:00:00,25.4,1.8,320.0,84.0,5.0,,,0.017,0.3,0.028999999999999998,0.006,13.0,17.0,88.45416666666667,8,3
12552,2019-08-06 00:00:00,25.8,1.9,360.0,82.0,5.0,,,0.004,0.3,0.028999999999999998,0.005,13.0,19.0,92.3,8,3
12553,2019-08-06 01:00:00,25.3,2.2,340.0,87.0,4.0,,,0.004,0.3,0.027999999999999997,0.005,10.0,18.0,88.45833333333333,8,3
12554,2019-08-06 02:00:00,25.3,2.2,340.0,89.0,3.0,,,0.006,0.3,0.027999999999999997,0.005,9.0,17.0,84.61666666666666,8,3
12555,2019-08-06 03:00:00,25.5,2.6,340.0,89.0,5.0,,,0.006,0.3,0.028999999999999998,0.005,13.0,24.0,80.77499999999999,8,3
12556,2019-08-06 04:00:00,25.6,2.0,340.0,90.0,5.0,,,0.004,0.3,0.028999999999999998,0.005,12.0,22.0,76.93333333333334,8,3
12557,2019-08-06 05:00:00,25.9,3.1,360.0,88.0,7.0,,,0.004,0.3,0.03,0.004,16.0,18.0,73.09166666666667,8,3
12558,2019-08-06 06:00:00,26.1,2.7,360.0,87.0,9.0,0.0,0.01,0.004,0.3,0.028999999999999998,0.006,9.0,19.0,69.25,8,3
12559,2019-08-06 07:00:00,26.2,2.8,340.0,89.0,10.0,0.0,0.16,0.006999999999999999,0.3,0.028999999999999998,0.01,12.0,17.0,65.40833333333333,8,3
12560,2019-08-06 08:00:00,26.3,3.6,360.0,90.0,10.0,0.0,0.5,0.006999999999999999,0.3,0.027000000000000003,0.011000000000000001,17.0,19.0,61.56666666666666,8,3
12561,2019-08-06 09:00:00,26.8,4.2,360.0,89.0,9.0,0.0,0.49,0.006,0.3,0.025,0.012,15.0,29.0,57.724999999999994,8,3
12562,2019-08-06 10:00:00,27.0,4.0,360.0,89.0,9.0,0.0,0.29,0.008,0.3,0.026000000000000002,0.012,17.0,38.0,53.883333333333326,8,3
12563,2019-08-06 11:00:00,27.5,4.0,20.0,87.0,9.0,0.0,0.37,0.009000000000000001,0.3,0.026000000000000002,0.015,21.0,42.0,50.041666666666664,8,3
12564,2019-08-06 12:00:00,28.4,3.7,20.0,81.0,10.0,0.0,0.68,0.006999999999999999,0.3,0.028999999999999998,0.015,23.0,90.0,46.199999999999996,8,3
12565,2019-08-06 13:00:00,26.3,4.2,360.0,93.0,10.0,0.1,1.36,0.009000000000000001,0.3,0.027000000000000003,0.016,22.0,128.0,42.35833333333333,8,3
12566,2019-08-06 14:00:00,26.5,2.9,50.0,92.0,10.0,0.0,0.71,0.003,0.3,0.021,0.013000000000000001,19.0,78.0,38.516666666666666,8,3
12567,2019-08-06 15:00:00,25.9,4.1,360.0,96.0,10.0,0.0,0.35,0.01,0.3,0.023,0.018000000000000002,16.0,26.0,34.675,8,3
12568,2019-08-06 16:00:00,24.7,3.3,20.0,97.0,10.0,0.0,0.36,0.006,0.3,0.021,0.02,16.0,28.0,30.83333333333333,8,3
12569,2019-08-06 17:00:00,24.8,4.5,50.0,98.0,10.0,0.0,0.19,0.004,0.3,0.021,0.011000000000000001,13.0,16.0,26.99166666666666,8,3
12570,2019-08-06 18:00:00,23.3,4.5,50.0,98.0,10.0,0.0,0.06,0.002,0.3,0.021,0.008,8.0,11.0,23.14999999999999,8,3
12571,2019-08-06 19:00:00,22.9,3.9,20.0,98.0,10.0,0.0,0.01,0.003,0.3,0.02,0.008,6.0,14.0,19.308333333333323,8,3
12572,2019-08-06 20:00:00,23.9,3.4,50.0,98.0,10.0,0.0,0.0,0.003,0.3,0.019,0.01,5.0,11.0,15.466666666666654,8,3
12573,2019-08-06 21:00:00,24.3,2.7,70.0,98.0,10.0,,,0.003,0.3,0.016,0.008,6.0,10.0,11.625,8,3
12574,2019-08-06 22:00:00,24.7,1.8,110.0,98.0,10.0,,,0.005,0.3,0.017,0.01,2.0,6.0,7.783333333333331,8,3
12575,2019-08-06 23:00:00,24.5,1.1,90.0,98.0,10.0,,,0.003,0.3,0.021,0.006999999999999999,1.0,21.0,3.941666666666663,8,3
12576,2019-08-07 00:00:00,23.9,2.7,200.0,98.0,10.0,,,0.008,0.6,0.01,0.016,5.0,23.0,0.1,8,3
12577,2019-08-07 01:00:00,23.9,2.1,180.0,98.0,0.0,,,0.012,0.5,0.006999999999999999,0.021,8.0,18.0,0.09583333333333334,8,3
12578,2019-08-07 02:00:00,24.0,3.8,200.0,98.0,10.0,,,0.013000000000000001,0.4,0.006999999999999999,0.02,18.0,20.0,0.09166666666666667,8,3
12579,2019-08-07 03:00:00,24.0,2.3,200.0,98.0,10.0,,,0.004,0.4,0.006,0.018000000000000002,12.0,13.0,0.08750000000000001,8,3
12580,2019-08-07 04:00:00,24.4,3.3,200.0,98.0,10.0,,,0.01,0.4,0.008,0.018000000000000002,8.0,10.0,0.08333333333333334,8,3
12581,2019-08-07 05:00:00,24.5,2.7,200.0,98.0,10.0,,,0.01,0.4,0.011000000000000001,0.02,22.0,23.0,0.07916666666666668,8,3
12582,2019-08-07 06:00:00,25.1,2.6,180.0,98.0,10.0,0.0,0.0,0.009000000000000001,0.4,0.013000000000000001,0.019,16.0,21.0,0.07500000000000001,8,3
12583,2019-08-07 07:00:00,25.5,2.9,200.0,96.0,9.0,0.1,0.23,0.009000000000000001,0.4,0.017,0.018000000000000002,12.0,16.0,0.07083333333333333,8,3
12584,2019-08-07 08:00:00,27.0,2.5,200.0,89.0,6.0,0.8,1.05,0.008,0.4,0.02,0.019,19.0,24.0,0.06666666666666668,8,3
12585,2019-08-07 09:00:00,28.0,3.9,200.0,83.0,6.0,0.7,1.34,0.01,0.4,0.025,0.017,22.0,25.0,0.0625,8,3
12586,2019-08-07 10:00:00,29.3,4.2,200.0,76.0,4.0,1.0,2.32,0.009000000000000001,0.3,0.027000000000000003,0.016,21.0,31.0,0.05833333333333334,8,3
12587,2019-08-07 11:00:00,30.0,4.6,200.0,71.0,4.0,1.0,2.75,0.011000000000000001,0.4,0.027000000000000003,0.021,16.0,24.0,0.054166666666666675,8,3
12588,2019-08-07 12:00:00,31.6,4.1,200.0,65.0,5.0,1.0,2.73,0.018000000000000002,0.4,0.026000000000000002,0.02,20.0,30.0,0.05,8,3
12589,2019-08-07 13:00:00,32.1,3.2,200.0,62.0,3.0,0.8,2.0,0.025,0.4,0.028999999999999998,0.017,25.0,32.0,0.04583333333333334,8,3
12590,2019-08-07 14:00:00,31.6,2.9,160.0,74.0,3.0,0.9,2.61,0.02,0.4,0.031,0.018000000000000002,22.0,35.0,0.04166666666666667,8,3
12591,2019-08-07 15:00:00,32.2,2.6,180.0,71.0,2.0,0.7,1.59,0.033,0.5,0.031,0.027000000000000003,24.0,39.0,0.037500000000000006,8,3
12592,2019-08-07 16:00:00,31.9,2.9,180.0,71.0,2.0,1.0,2.16,0.019,0.5,0.036000000000000004,0.023,33.0,46.0,0.03333333333333334,8,3
12593,2019-08-07 17:00:00,31.5,3.6,200.0,71.0,2.0,1.0,1.32,0.01,0.4,0.043,0.018000000000000002,34.0,44.0,0.029166666666666674,8,3
12594,2019-08-07 18:00:00,30.6,4.1,200.0,68.0,1.0,1.0,0.82,0.006999999999999999,0.4,0.037000000000000005,0.018000000000000002,25.0,37.0,0.02500000000000001,8,3
12595,2019-08-07 19:00:00,29.7,3.8,200.0,69.0,1.0,0.5,0.23,0.008,0.4,0.025,0.026000000000000002,25.0,31.0,0.020833333333333343,8,3
12596,2019-08-07 20:00:00,28.3,1.8,200.0,77.0,3.0,0.0,0.01,0.006,0.4,0.023,0.022000000000000002,23.0,31.0,0.016666666666666677,8,3
12597,2019-08-07 21:00:00,27.7,0.8,230.0,80.0,0.0,,,0.016,0.5,0.011000000000000001,0.032,24.0,38.0,0.012500000000000011,8,3
12598,2019-08-07 22:00:00,27.1,1.2,290.0,85.0,2.0,,,0.032,0.5,0.005,0.038,20.0,33.0,0.008333333333333345,8,3
12599,2019-08-07 23:00:00,26.0,1.0,140.0,98.0,4.0,,,0.015,0.4,0.013000000000000001,0.023,34.0,38.0,0.00416666666666668,8,3
12600,2019-08-08 00:00:00,26.0,2.2,200.0,98.0,3.0,,,0.027999999999999997,0.5,0.006999999999999999,0.027000000000000003,20.0,28.0,0.0,8,3
12601,2019-08-08 01:00:00,26.0,2.3,200.0,98.0,1.0,,,0.015,0.4,0.009000000000000001,0.023,42.0,53.0,0.0,8,3
12602,2019-08-08 02:00:00,25.5,1.0,250.0,98.0,2.0,,,0.01,0.3,0.005,0.026000000000000002,30.0,39.0,0.0,8,3
12603,2019-08-08 03:00:00,25.4,2.0,290.0,98.0,6.0,,,0.005,0.6,0.006999999999999999,0.023,27.0,31.0,0.0,8,3
12604,2019-08-08 04:00:00,25.2,1.3,290.0,96.0,7.0,,,0.004,0.4,0.009000000000000001,0.017,26.0,34.0,0.0,8,3
12605,2019-08-08 05:00:00,24.8,1.2,200.0,98.0,6.0,,,0.003,0.4,0.006999999999999999,0.016,21.0,33.0,0.0,8,3
12606,2019-08-08 06:00:00,24.6,1.2,340.0,98.0,4.0,0.0,0.01,0.003,0.4,0.006,0.017,22.0,31.0,0.0,8,3
12607,2019-08-08 07:00:00,25.8,0.6,320.0,98.0,7.0,0.6,0.33,0.005,0.4,0.005,0.019,18.0,37.0,0.0,8,3
12608,2019-08-08 08:00:00,27.2,0.4,0.0,91.0,5.0,0.9,0.88,0.004,0.4,0.009000000000000001,0.018000000000000002,29.0,35.0,0.0,8,3
12609,2019-08-08 09:00:00,29.7,1.1,180.0,79.0,7.0,0.6,0.98,0.026000000000000002,0.6,0.013999999999999999,0.039,23.0,34.0,0.0,8,3
12610,2019-08-08 10:00:00,30.9,1.2,180.0,71.0,8.0,1.0,2.32,0.024,0.4,0.022000000000000002,0.036000000000000004,43.0,67.0,0.0,8,3
12611,2019-08-08 11:00:00,31.7,1.3,140.0,66.0,7.0,1.0,2.57,0.032,0.4,0.011000000000000001,0.028999999999999998,35.0,48.0,0.0,8,3
12612,2019-08-08 12:00:00,32.7,1.5,140.0,63.0,6.0,1.0,3.03,0.026000000000000002,0.5,0.017,0.031,25.0,42.0,0.0,8,3
12613,2019-08-08 13:00:00,29.8,2.1,140.0,71.0,7.0,1.0,2.94,0.022000000000000002,0.6,0.02,0.027000000000000003,23.0,37.0,0.0,8,3
12614,2019-08-08 14:00:00,31.2,2.6,140.0,69.0,7.0,1.0,2.71,0.01,0.4,0.027999999999999997,0.015,22.0,24.0,0.0,8,3
12615,2019-08-08 15:00:00,30.8,2.4,160.0,69.0,7.0,0.8,1.91,0.017,0.4,0.023,0.027999999999999997,17.0,21.0,0.0,8,3
12616,2019-08-08 16:00:00,30.5,2.2,140.0,72.0,8.0,0.0,0.53,0.013000000000000001,0.4,0.022000000000000002,0.028999999999999998,17.0,24.0,0.0,8,3
12617,2019-08-08 17:00:00,29.1,2.0,140.0,77.0,7.0,0.0,0.24,0.006999999999999999,0.3,0.027999999999999997,0.024,19.0,20.0,0.0,8,3
12618,2019-08-08 18:00:00,29.3,1.8,110.0,73.0,7.0,0.0,0.15,0.013999999999999999,0.3,0.016,0.032,18.0,20.0,0.0,8,3
12619,2019-08-08 19:00:00,28.7,1.7,360.0,73.0,8.0,0.1,0.08,0.028999999999999998,0.4,0.013000000000000001,0.036000000000000004,13.0,20.0,0.0,8,3
12620,2019-08-08 20:00:00,27.6,0.8,230.0,78.0,8.0,0.0,0.02,0.048,0.4,0.02,0.027000000000000003,18.0,28.0,0.0,8,3
12621,2019-08-08 21:00:00,26.6,1.0,340.0,87.0,6.0,,,0.033,0.4,0.008,0.037000000000000005,22.0,28.0,0.0,8,3
12622,2019-08-08 22:00:00,26.3,1.0,360.0,88.0,8.0,,,0.035,0.5,0.006,0.037000000000000005,26.0,39.0,0.0,8,3
12623,2019-08-08 23:00:00,26.0,1.6,320.0,90.0,9.0,,,0.016,0.4,0.005,0.031,24.0,39.0,0.0,8,3
12624,2019-08-09 00:00:00,25.8,1.4,320.0,92.0,8.0,,,0.006999999999999999,0.4,0.005,0.023,12.0,25.0,0.0,8,3
12625,2019-08-09 01:00:00,25.5,1.3,340.0,94.0,8.0,,,0.006,0.4,0.005,0.024,20.0,28.0,0.0,8,3
12626,2019-08-09 02:00:00,25.4,0.8,250.0,96.0,5.0,,,0.006,0.4,0.012,0.015,16.0,21.0,0.0,8,3
12627,2019-08-09 03:00:00,24.7,1.2,340.0,98.0,5.0,,,0.005,0.4,0.013000000000000001,0.013000000000000001,17.0,23.0,0.0,8,3
12628,2019-08-09 04:00:00,25.1,2.0,290.0,98.0,5.0,,,0.008,0.4,0.009000000000000001,0.017,20.0,26.0,0.0,8,3
12629,2019-08-09 05:00:00,24.2,1.5,290.0,98.0,2.0,,,0.005,0.4,0.006999999999999999,0.016,18.0,30.0,0.0,8,3
12630,2019-08-09 06:00:00,24.5,0.5,340.0,98.0,4.0,0.0,0.01,0.004,0.4,0.006999999999999999,0.013999999999999999,18.0,30.0,0.0,8,3
12631,2019-08-09 07:00:00,26.1,1.7,360.0,98.0,4.0,0.6,0.3,0.003,0.4,0.008,0.013999999999999999,19.0,27.0,0.0,8,3
12632,2019-08-09 08:00:00,28.4,1.1,360.0,89.0,5.0,1.0,0.93,0.005,0.4,0.012,0.016,14.0,30.0,0.0,8,3
12633,2019-08-09 09:00:00,30.0,0.7,290.0,75.0,7.0,1.0,1.66,0.004,0.4,0.02,0.016,23.0,46.0,0.0,8,3
12634,2019-08-09 10:00:00,31.4,1.4,20.0,67.0,8.0,1.0,2.32,0.025,0.6,0.025,0.046,17.0,67.0,0.0,8,3
12635,2019-08-09 11:00:00,30.2,2.5,140.0,74.0,8.0,0.4,0.96,0.013000000000000001,0.5,0.031,0.023,33.0,55.0,0.0,8,3
12636,2019-08-09 12:00:00,30.6,3.2,110.0,70.0,7.0,0.3,1.1,0.008,0.4,0.03,0.025,19.0,39.0,0.0,8,3
12637,2019-08-09 13:00:00,30.6,2.3,140.0,70.0,8.0,1.0,2.42,0.023,0.4,0.016,0.023,17.0,37.0,0.0,8,3
12638,2019-08-09 14:00:00,31.6,1.6,160.0,66.0,8.0,0.8,2.35,0.044000000000000004,0.4,0.009000000000000001,0.027999999999999997,14.0,30.0,0.0,8,3
12639,2019-08-09 15:00:00,32.7,1.5,140.0,60.0,7.0,0.8,1.75,0.04,0.4,0.01,0.028999999999999998,18.0,59.0,0.0,8,3
12640,2019-08-09 16:00:00,31.8,1.7,160.0,60.0,5.0,1.0,1.9,0.034,0.4,0.013000000000000001,0.026000000000000002,21.0,38.0,0.0,8,3
12641,2019-08-09 17:00:00,30.6,1.5,160.0,65.0,8.0,1.0,1.42,0.052000000000000005,0.4,0.008,0.032,20.0,29.0,0.0,8,3
12642,2019-08-09 18:00:00,30.3,1.2,160.0,65.0,8.0,0.9,0.75,0.055,0.4,0.008,0.037000000000000005,27.0,41.0,0.0,8,3
12643,2019-08-09 19:00:00,28.5,1.0,160.0,77.0,8.0,0.4,0.25,0.047,0.4,0.008,0.035,32.0,43.0,0.0,8,3
12644,2019-08-09 20:00:00,27.1,1.9,140.0,87.0,7.0,0.0,0.02,0.019,0.4,0.015,0.027999999999999997,23.0,36.0,0.0,8,3
12645,2019-08-09 21:00:00,27.4,0.6,160.0,84.0,8.0,,,0.013000000000000001,0.4,0.018000000000000002,0.028999999999999998,18.0,27.0,0.0,8,3
12646,2019-08-09 22:00:00,26.7,0.3,0.0,90.0,8.0,,,0.008,0.4,0.027999999999999997,0.023,14.0,25.0,0.0,8,3
12647,2019-08-09 23:00:00,26.1,1.1,360.0,90.0,9.0,,,0.013999999999999999,0.4,0.031,0.022000000000000002,15.0,20.0,0.0,8,3
12648,2019-08-10 00:00:00,25.9,0.8,360.0,91.0,8.0,,,0.017,0.4,0.031,0.021,19.0,28.0,0.0,8,3
12649,2019-08-10 01:00:00,25.4,1.0,20.0,91.0,7.0,,,0.02,0.4,0.021,0.027999999999999997,18.0,31.0,0.0,8,3
12650,2019-08-10 02:00:00,24.9,0.9,360.0,93.0,7.0,,,0.023,0.4,0.012,0.03,22.0,37.0,0.0,8,3
